front,back,unidad,materia,submateria,tipo,nivel
Elemento sistemático (Art. 22 CC) (Profundización 3),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 3),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 4),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 4),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 4),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 4),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 4),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 4),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 4),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 5),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 5),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 5),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 5),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 5),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 5),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 5),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 6),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 6),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 6),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 6),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 6),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 6),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 6),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 7),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 7),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 7),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 7),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 7),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 7),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 7),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 8),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 8),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 8),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 8),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 8),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 8),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 8),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es interpretar la ley? (Profundización 9),Determinar el verdadero sentido y alcance de un precepto legal.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento gramatical (Art. 19 CC) (Profundización 9),Análisis del sentido natural y obvio de las palabras.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Regla del Art. 20 CC (Profundización 9),Palabras se entienden en su uso general salvo definición legal o técnica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,BASICO
Elemento lógico (Art. 22 CC) (Profundización 9),Armonía entre todas las partes de la ley para evitar contradicciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento histórico (Art. 19 CC) (Profundización 9),Atención a la intención del legislador en la historia fidedigna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Elemento sistemático (Art. 22 CC) (Profundización 9),Relación de la ley con otras leyes sobre la misma materia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,INTERMEDIO
Analice la interpretación extensiva vs restrictiva (Profundización 9),Extensiva: amplía el alcance por ratio legis; Restrictiva: lo limita.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION_LEY,CIVIL,AVANZADO
¿Qué es la integración de la ley?,Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método,Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris,Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 1),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 1),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 1),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 1),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 2),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 2),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 2),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 2),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 3),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 3),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 3),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 3),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 4),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 4),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 4),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 4),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 5),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 5),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 5),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 5),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 6),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 6),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 6),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 6),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 7),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 7),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 7),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 7),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 8),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 8),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 8),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 8),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 9),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 9),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 9),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 9),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 10),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 10),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 10),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 10),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 11),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 11),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Diferencia analogía legis vs iuris (Profundización 11),Legis parte de norma; Iuris parte de principios generales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,AVANZADO
Equidad natural (Art. 170 CPC) (Profundización 11),Justicia del caso concreto ante falta de ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
¿Qué es la integración de la ley? (Profundización 12),Llenar vacíos legales ante la ausencia de norma aplicable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,BASICO
La analogía como método (Profundización 12),Aplicar solución de caso semejante regulado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION_LEY,CIVIL,INTERMEDIO
Territorialidad (Art. 14 CC),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos,La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum,Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica,Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 1),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 1),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 1),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 1),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 1),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 2),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 2),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 2),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 2),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 2),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 3),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 3),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 3),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 3),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 3),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 4),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 4),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 4),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 4),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 4),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 5),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 5),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 5),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 5),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 5),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 6),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 6),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 6),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 6),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 6),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 7),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 7),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 7),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 7),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 7),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 8),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 8),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Teoría de los derechos adquiridos (Profundización 8),La ley nueva no puede afectar lo incorporado al patrimonio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Locus regit actum (Profundización 8),Ley del lugar rige la forma de los actos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,INTERMEDIO
Derogación orgánica (Profundización 8),Nueva ley regula íntegramente materia de ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,AVANZADO
Territorialidad (Art. 14 CC) (Profundización 9),Ley obligatoria para todos los habitantes en Chile.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
Irretroactividad (Art. 9 CC) (Profundización 9),La ley solo dispone para lo futuro.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_LEY,CIVIL,BASICO
