model,id,rule,old_rama,old_libro,old_titulo,new_rama,new_titulo,esIntegrador,note
trueFalse,cmnnwu9yy02p2540zrvz8d9eb,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwzkr405it540zregca38c,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzkus05iv540ztawh5ui9,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmnk05jt540z4g1ubptd,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmpd05ju540zlce77lts,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmr905jv540zbhtpkq6u,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmt205jw540zw5baaorq,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmuv05jx540zeb59e684,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmwo05jy540zvodqeg8z,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzmyh05jz540zfds0weem,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzn0a05k0540zalbf6yb1,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwze8r05fd540zjf499vr2,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzeam05fe540zj06heuhu,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzecf05ff540zvu90g63f,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwziec05hl540zexpe4wrc,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzig505hm540ztjftq2by,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwu0pl02k2540zdst2ji4c,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu0t702k4540z6ih3odu0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu0v002k5540zf02zavih,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwzee805fg540zeexkte3f,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzg7u05gf540zv0egihph,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzii105hn540z4f2ner2w,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwziju05ho540zelryz7r9,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzkhw05io540zbsuf5qog,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzklk05iq540zezg3busl,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwu0wv02k6540zbz7n1wq4,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu2ui02l7540znay9ijf9,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu2y402l9540zxdtz4v1z,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu2zw02la540z3sfc7um1,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu31p02lb540z4lu2p291,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu33i02lc540zoo39o9ok,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu35b02ld540zho1ygkav,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu37502le540zvo1mswqu,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu53g02mf540zmspbf2xh,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu55b02mg540zr155ou7c,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwzgha05gk540zbkjau1wk,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwzksy05iu540z0i22wjfw,R1,DERECHO_ORGANICO,LIBRO_COT,COT_INTEGRADOR_FINAL,DERECHO_ORGANICO,COT_INTEGRADOR_FINAL,true,Integrador
trueFalse,cmnnwu0nr02k1540z8wie4jr5,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu57302mh540zeax76cnt,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu58x02mi540zclz40lbl,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu5ar02mj540zqxp2xuu1,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu5ef02ml540zkx8ammhi,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu5g902mm540zzgbrrf0l,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7d402nn540zqgtdqo63,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7ew02no540zib4ut1jc,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7h002np540zip4k816a,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7iu02nq540zzrpd7lrg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwucgt02q7540zlhtha2y1,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuh3f02sp540zbqd1iakp,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuh5802sq540z3lktqkhp,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujdh02ts540z7tpg4q5b,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujh302tu540zbvc9wzaf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujiz02tv540zqimblzoq,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujmn02tx540z0m86nsap,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu5cn02mk540zw3suopeq,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9m802ov540zsyewj43l,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9o102ow540zcznimyp4,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9pu02ox540zsm7wuzxu,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9rm02oy540zv5vjilmf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9tf02oz540zd8jvs5ow,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9va02p0540zuk9psxcx,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu9x502p1540zra3n7klk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuc2702q3540zwpoqfmvl,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuc3z02q4540zwu04mllw,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujog02ty540zj9edf1bf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7kn02nr540zw32ry6o2,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwujqb02tz540z5saay6no,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwulnk02v0540z753850et,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwulpf02v1540zyj6926rw,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwulr902v2540zmxdsbikm,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwult202v3540z3h81k6kg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuluw02v4540za8th1it8,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwulwp02v5540z4c8qmdqv,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwulyi02v6540z8ibst8xg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwum0c02v7540zes8wvp45,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwunwt02w8540z5u2g8jeg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwunyl02w9540z1sqkn28g,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo0e02wa540zjhwjtoiv,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo2802wb540ztjq420pf,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo4002wc540zxyahompm,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7mg02ns540zgwm78khz,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwu7ob02nt540zrztl129u,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo5s02wd540za4kvpis1,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo7l02we540zwlp0fyex,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuo9e02wf540zxo2biujh,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuq6402xg540z2uq9xn7p,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuq7y02xh540zzuxhc06x,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuq9v02xi540zth4b8oie,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwux5x0315540zgy8jm506,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwux7q0316540zc1j7qpgg,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwux9l0317540z9849j6bc,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuxbe0318540zqpvxvuz4,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuxd70319540zayij8avi,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuxf0031a540z94ba1ncq,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuxgt031b540za47foxut,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuc5s02q5540zxww4pk12,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuqbo02xj540z02w1gt0r,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuqdh02xk540zyou3llse,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuqfb02xl540zfjzqd9in,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuqh302xm540z5mqrfvu1,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuqix02xn540ziui1b6b6,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwusip02yq540ztoa2ibm0,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwusmb02ys540zyd99vjco,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwuso402yt540z2520vkty,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwvk3j03de540zrepfwdp2,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwucf002q6540zqn824nbr,R1,DERECHO_PROCESAL_CIVIL,LIBRO_II_CPC,CPC_JUICIO_ORDINARIO,DERECHO_PROCESAL_CIVIL,CPC_JUICIO_ORDINARIO,true,Integrador
trueFalse,cmnnwv1xf033l540zj74pwtt6,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv28n033r540zz28ayhjq,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv46w034s540zrlmxbldh,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv48p034t540zctlv6ddk,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4aj034u540z9sw40qar,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4cc034v540zqapw6j3r,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4e4034w540z8g3wrafn,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4fy034x540zr0qvnb8a,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4hq034y540z9bwpng42,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
trueFalse,cmnnwv4jl034z540zm592kntl,R1,DERECHO_PROCESAL_CIVIL,LIBRO_III_CPC,CPC_JUICIOS_ESPECIALES,DERECHO_PROCESAL_CIVIL,CPC_JUICIOS_ESPECIALES,true,Integrador
