model,id,rule,titulo,new_parrafo,note
trueFalse,cmn17ealp00gyy40z7iiz2eja,P5,COT_T12,,0 matches — ambiguo
trueFalse,cmn17eank00gzy40z65vrqzx4,P4,COT_T11,COT_T11_P4,keyword match
trueFalse,cmn17eapz00h0y40zakz5v6ue,P3,COT_T11,COT_T11_P2,"override: ""defensores públicos"""
trueFalse,cmn17earu00h1y40z4jnoytwq,P4,COT_T12,COT_T12_P4,keyword match
trueFalse,cmn16ny2p003yfp0zp6auom4c,P1,TP_3,,titulo sin párrafos
trueFalse,cmn16o6s3007hfp0zqqtgg9ia,P3,LI_T2,LI_T2_P3,"override: ""desaparecido"""
trueFalse,cmn16on2700e3fp0z78hcb461,P6,LI_T8,LI_T8_P1,fallback a reglas generales
trueFalse,cmn3wguqs0046310z1w21wnym,P5,LIV_T25,,2 matches — ambiguo
trueFalse,cmn16pb4600o0fp0zl4fbeaw3,P5,LII_T6,,2 matches — ambiguo
trueFalse,cmn16ppom00ucfp0zdm218g3v,P4,LII_T12,LII_T12_P3,dominant keyword (2 vs 1)
trueFalse,cmn16ppue00udfp0z60j6b5lz,P5,LII_T12,,0 matches — ambiguo
trueFalse,cmn16pyhl00xpfp0z11m8zv42,P1,LIII_T1,,titulo sin párrafos
trueFalse,cmn16pyqv00xsfp0za53ef29x,P4,LIII_T2,LIII_T2_P1,keyword match
trueFalse,cmn16qd59013mfp0zlimijfy2,P4,LIII_T5,LIII_T5_P1,keyword match
trueFalse,cmn16ql6r016sfp0zawij2zzr,P1,LIII_T11,,titulo sin párrafos
trueFalse,cmn16qzid01cqfp0zdntjv0ws,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn16rdtf01iffp0zq0tdobeo,P4,LIV_T29,LIV_T29_P2,dominant keyword (2 vs 1)
trueFalse,cmn16rrvh01o8fp0zwhghat9l,P4,LIV_T34,LIV_T34_P3,keyword match
trueFalse,cmn172mo1002vp50z4b6ldcis,P5,CPC_LIII_T1,,2 matches — ambiguo
trueFalse,cmn173067008ip50zez1z1k1z,P4,CPC_LIII_T4,CPC_LIII_T4_P5,keyword match
trueFalse,cmn1730gx008mp50z8nf6kogh,P4,CPC_LIII_T6,CPC_LIII_T6_P1,keyword match
trueFalse,cmn173ofm00hmp50zz95ujwfy,P1,CPC_LI_T6,,titulo sin párrafos
trueFalse,cmn173ona00hpp50zw5jls0wu,P1,CPC_LI_T6,,titulo sin párrafos
trueFalse,cmn1742mg00nlp50zslyx1eny,P1,CPC_LI_T5,,titulo sin párrafos
trueFalse,cmn174h3v00tfp50zk8w4ro6i,P1,CPC_LII_T2,,titulo sin párrafos
trueFalse,cmn174pgp00wqp50zyv3nxi70,P4,CPC_LII_T11,CPC_LII_T11_P4,keyword match
trueFalse,cmn174wfm00zjp50z3nzldiim,P4,CPC_LIII_T19,CPC_LIII_T19_P2,keyword match
trueFalse,cmn17db1e002sy40zs5r1f80l,P1,COT_T1,,titulo sin párrafos
trueFalse,cmn3whfxl00fg310zm7ytg00l,P1,LIV_T3,,titulo sin párrafos
trueFalse,cmn3whg1800fi310zi3leqzpt,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whfod00fb310zww9xqw6j,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whfvr00ff310zq605clep,P4,LII_T12,LII_T12_P3,keyword match
trueFalse,cmnnwphxh005k540zldfrbnpg,P5,LI_T6,,4 matches — ambiguo
trueFalse,cmnnwphza005l540z6j3pjj1t,P3,LI_T6,LI_T6_P4,"override: ""separación de bienes"""
trueFalse,cmnnwpi16005m540zyrslsexy,P5,LI_T6,,3 matches — ambiguo
trueFalse,cmnnwpi2z005n540zqh59dc6d,P5,LI_T6,,3 matches — ambiguo
trueFalse,cmnnwpi6l005p540z1bqeb2n4,P4,LI_T6,LI_T6_P3,keyword match
trueFalse,cmnnwpi8e005q540zr52fwesu,P5,LI_T6,,3 matches — ambiguo
trueFalse,cmn3whksz00i3310z29r921ix,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whl3600i8310zo5rkolf8,P4,LIV_T34,LIV_T34_P2,keyword match
trueFalse,cmn17e3az00e1y40znf5cdbvu,P6,COT_T7,COT_T7_P1,fallback a reglas generales
trueFalse,cmn3whg8l00fm310zbic7q5i3,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wj43s01at310z11lc2v61,P4,LIV_T2,LIV_T2_P1,keyword match
trueFalse,cmn3wj3l601aj310zm5er7ypz,P1,LIV_T4,,titulo sin párrafos
trueFalse,cmn3wj3n801ak310zs9rmbnq3,P1,LIV_T4,,titulo sin párrafos
trueFalse,cmn3wk9q201x2310zea68b4ja,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wk9tx01x4310zmq7ewixh,P5,LI_T7,,2 matches — ambiguo
trueFalse,cmn3wka1701x8310zj0xo9jba,P4,LII_T12,LII_T12_P3,keyword match
trueFalse,cmnnwpic4005s540zlecvtjjp,P4,LI_T6,LI_T6_P4,dominant keyword (2 vs 1)
trueFalse,cmnnwpidx005t540z06g9eoui,P6,LI_T6,LI_T6_P1,fallback a reglas generales
trueFalse,cmnnwpk6r006s540zhloaubiy,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpk8l006t540z63mhgc30,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpkae006u540zz0ex51ik,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpkc7006v540z4msh1fp6,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpke0006w540zs170hyhp,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpkft006x540z03sucinn,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpm8m007w540z4vasmrmy,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpmaf007x540zch7lsvwz,P1,LI_T21,,titulo sin párrafos
trueFalse,cmn3whkut00i4310z8etemk43,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wka3301x9310z9lyiawm0,P4,LIV_T29,LIV_T29_P3,keyword match
trueFalse,cmn3wjoxg01lv310zgsuwenqc,P1,CPC_LII_T10,,titulo sin párrafos
trueFalse,cmnnwwgnj03ur540zrwg4gt2o,P1,COT_T1,,titulo sin párrafos
trueFalse,cmn3wka6p01xb310z232ak7v9,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmnnwpmfy0080540zofnt0b6u,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpmhs0081540zrmvq9i59,P1,LI_T21,,titulo sin párrafos
trueFalse,cmnnwpoab0090540zcuuomfe3,P4,LI_T30,LI_T30_P3,dominant keyword (2 vs 1)
trueFalse,cmnnwpoca0091540zsvop4egl,P5,LI_T30,,0 matches — ambiguo
trueFalse,cmnnwpoe30092540zf9y8kw6e,P5,LI_T30,,0 matches — ambiguo
trueFalse,cmnnwpofw0093540zos93z6ks,P5,LI_T30,,2 matches — ambiguo
trueFalse,cmnnwpoi80094540zgzwfy84n,P5,LI_T30,,0 matches — ambiguo
trueFalse,cmnnwpok10095540zw7nne6nj,P5,LI_T30,,2 matches — ambiguo
trueFalse,cmnnwprb900aj540zuxo6jejp,P1,LI_T22,,titulo sin párrafos
trueFalse,cmnnwprd200ak540zagaq0od8,P1,LI_T23,,titulo sin párrafos
trueFalse,cmnnwprew00al540zoe7k7ft9,P1,LI_T23,,titulo sin párrafos
trueFalse,cmn3whkwt00i5310z5jioon8i,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmnnwpriq00an540z9p02e9zb,P1,LI_T22,,titulo sin párrafos
trueFalse,cmnnwprkk00ao540zt06tq704,P1,LI_T22,,titulo sin párrafos
trueFalse,cmnnwprmd00ap540zp2hmm349,P1,LI_T23,,titulo sin párrafos
trueFalse,cmnnwpro600aq540z16q25cy8,P1,LI_T22,,titulo sin párrafos
trueFalse,cmnnwptp400bu540zxt4yh5l5,P1,LI_T24,,titulo sin párrafos
trueFalse,cmnnwptsq00bw540zgg0bzfrl,P1,LI_T24,,titulo sin párrafos
trueFalse,cmnnwptuj00bx540zrbmwgq5t,P1,LI_T24,,titulo sin párrafos
trueFalse,cmnnwptwb00by540zsn144i2e,P1,LI_T24,,titulo sin párrafos
trueFalse,cmnnwpty500bz540zv4835esf,P1,LI_T24,,titulo sin párrafos
trueFalse,cmnnwpvwb00d1540zaueiuwsz,P1,LI_T16,,titulo sin párrafos
trueFalse,cmn3wkjy8022i310zj6g389ke,P1,LIII_T1,,titulo sin párrafos
trueFalse,cmn3wkjwd022h310zn5oq6yfp,P1,LIV_T3,,titulo sin párrafos
trueFalse,cmn3wkk03022j310z0xhtl2mq,P4,LIV_T12,LIV_T12_P3,keyword match
trueFalse,cmnnwpvzx00d3540z73qm91y5,P1,LI_T20,,titulo sin párrafos
trueFalse,cmnnwpw1q00d4540z66n77nd2,P1,LI_T20,,titulo sin párrafos
trueFalse,cmnnwpw3n00d5540zlvmr1ond,P1,LI_T20,,titulo sin párrafos
trueFalse,cmnnwpw5h00d6540zby7cei09,P1,LI_T20,,titulo sin párrafos
trueFalse,cmnnwpyjo00eg540zz02zwk4s,P1,LI_T27,,titulo sin párrafos
trueFalse,cmnnwpylg00eh540z6apj4ppw,P1,LI_T27,,titulo sin párrafos
trueFalse,cmnnwpyna00ei540zgjahh1xz,P1,LI_T27,,titulo sin párrafos
trueFalse,cmn3wkk5j022m310zut3326pf,P1,LIV_T10,,titulo sin párrafos
trueFalse,cmn3wkkaz022p310zd9z9ix95,P4,LIV_T29,LIV_T29_P4,dominant keyword (2 vs 1)
trueFalse,cmn3wkkel022r310z31ji34hs,P4,LIV_T34,LIV_T34_P3,keyword match
trueFalse,cmn3wkki9022t310z9fnn488p,P5,LIV_T23,,6 matches — ambiguo
trueFalse,cmnnwwgpc03us540zhbytooua,P1,COT_T1,,titulo sin párrafos
trueFalse,cmnnwpysp00el540z0zcx719u,P1,LI_T27,,titulo sin párrafos
trueFalse,cmnnwpyui00em540zwa4o76j3,P1,LI_T27,,titulo sin párrafos
trueFalse,cmnnwpywb00en540zfaz601o2,P1,LI_T27,,titulo sin párrafos
trueFalse,cmnnwq0o500fl540zhg3kvsha,P1,LI_T28,,titulo sin párrafos
trueFalse,cmnnwq0px00fm540zp7ljgrja,P1,LI_T29,,titulo sin párrafos
trueFalse,cmnnwq0rv00fn540zxhewgic7,P1,LI_T29,,titulo sin párrafos
trueFalse,cmnnwrign018d540z532bn5hf,P1,LIII_T8,,titulo sin párrafos
trueFalse,cmnnwwgr403ut540z96khrgyp,P1,COT_T1,,titulo sin párrafos
trueFalse,cmn3whr1y00kz310zek79oi8t,P5,LI_T2,,0 matches — ambiguo
trueFalse,cmnnwq0vo00fp540zhd8ec85x,P1,LI_T29,,titulo sin párrafos
trueFalse,cmnnwq3oh00h6540ze3zto5ru,P1,LI_T31,,titulo sin párrafos
trueFalse,cmnnwq3qa00h7540zkrm0izok,P1,LI_T32,,titulo sin párrafos
trueFalse,cmnnwq3s400h8540z9oilmlun,P1,LI_T31,,titulo sin párrafos
trueFalse,cmnnwq3tx00h9540zuka6xn5w,P1,LI_T32,,titulo sin párrafos
trueFalse,cmnnwq3vs00ha540zss7e3l3h,P1,LI_T32,,titulo sin párrafos
trueFalse,cmnnwq3xm00hb540zowqdyeo7,P1,LI_T32,,titulo sin párrafos
trueFalse,cmn3wjzr801rq310z52qnatyz,P1,LIII_T1,,titulo sin párrafos
trueFalse,cmn3wguw80049310zpll70e72,P3,LIII_T5,LIII_T5_P3,"override: ""legítima"""
trueFalse,cmn3wkexc01zs310zs7ge62z5,P3,LIV_T2,LIV_T2_P1,"override: ""acto jurídico"""
trueFalse,cmn3wkf6j01zx310zvm7luays,P5,LI_T2,,0 matches — ambiguo
trueFalse,cmn3wkp5y025c310z9eyyo401,P4,LIV_T29,LIV_T29_P3,keyword match
trueFalse,cmnnwq41d00hd540z05we3gri,P1,LI_T32,,titulo sin párrafos
trueFalse,cmnnwq5yi00ie540z423pu76e,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwq60b00if540zotv2vm7k,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwq62400ig540zsmlwrixz,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmn3wic2z00wb310zopfnkfu6,P1,LIV_T31,,titulo sin párrafos
trueFalse,cmn173ffq00ecp50zd6ovhaxs,P1,CPC_LI_T3,,titulo sin párrafos
trueFalse,cmn17dp9a008gy40zlshxzcgw,P1,COT_T3,,titulo sin párrafos
trueFalse,cmn3wic6n00wd310z55h17lkv,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn3wicc900wg310ztylp34ei,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn3wichr00wj310zg86ili1m,P4,LIV_T29,LIV_T29_P3,keyword match
trueFalse,cmn3wimyw0126310zwrwe0t07,P5,LI_T7,,2 matches — ambiguo
trueFalse,cmn3wis8l0151310zrtdt7u1c,P5,LI_T19,,3 matches — ambiguo
trueFalse,cmn3wj8zv01dd310zctw7ofl6,P4,LII_T2,LII_T2_P1,keyword match
trueFalse,cmn3wj93h01df310z498epkhm,P4,LII_T6,LII_T6_P2,dominant keyword (2 vs 1)
trueFalse,cmn3wj95a01dg310zoe32qp75,P5,LIV_T23,,6 matches — ambiguo
trueFalse,cmn3wj97301dh310zhosftw2n,P1,LII_T4,,titulo sin párrafos
trueFalse,cmn3wj9ao01dj310zgl69jej2,P1,LII_T9,,titulo sin párrafos
trueFalse,cmn3wj9ch01dk310zq9uy8r1x,P5,LII_T11,,4 matches — ambiguo
trueFalse,cmnnwq65r00ii540znqz52goh,P3,LIII_T6,LIII_T6_P1,"override: ""revocar el testamento"""
trueFalse,cmnnwq67o00ij540z653pibtd,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwq69i00ik540zcxtmmla3,P3,LIII_T6,LIII_T6_P1,"override: ""revocar el testamento"""
trueFalse,cmnnwq6by00il540zqoxnx8fw,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwq88i00jm540z6g473f3x,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwq8ac00jn540ziawxicaa,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwq8c500jo540zx9xqpxfp,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmn3wj9ea01dl310z0mgzeyc2,P1,LII_T4,,titulo sin párrafos
trueFalse,cmnnwwim603vt540z2cpd1b23,P1,COT_T1,,titulo sin párrafos
trueFalse,cmnnwq8fs00jq540zj6exhmui,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwq8jf00js540zz63ce3c4,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwq8lb00jt540z9109z5oz,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqahq00ku540z86nr6bys,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwqajj00kv540zz2a1ievw,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqald00kw540zkpp6twss,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqan700kx540zu55ol5g7,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqap100ky540z9p0xgeju,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqaqx00kz540z7odhkkdt,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwqasq00l0540zro1h8w6v,P4,LIII_T6,LIII_T6_P1,keyword match
trueFalse,cmnnwqauk00l1540zpqmnimft,P5,LIII_T6,,0 matches — ambiguo
trueFalse,cmnnwqctl00m3540zfqdyow3w,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqcvd00m4540zh7cgt3ec,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqcx600m5540zjon92px4,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwrp0401bw540zituokypg,P6,LIII_T10,LIII_T10_P1,fallback a reglas generales
trueFalse,cmn3wih8700z4310zcblk9eu0,P5,LIV_T22,,4 matches — ambiguo
trueFalse,cmn3wiha000z5310z8qxe8ejc,P3,LIV_T22,LIV_T22_P2,"override: ""haber absoluto"""
trueFalse,cmnnwsnw101uh540zvbxhh9eo,P4,MENSAJE_BELLO,MENSAJE_BELLO_P4,dominant keyword (2 vs 1)
trueFalse,cmn3wj9g501dm310z3voqt5la,P5,LIV_T23,,5 matches — ambiguo
trueFalse,cmn3wj9hy01dn310z42kddbjz,P4,LII_T12,LII_T12_P3,keyword match
trueFalse,cmn3wje5r01g7310zuksdr9db,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wje7m01g8310zl06ipxyo,P3,LII_T7,LII_T7_P1,"override: ""posesión regular"""
trueFalse,cmnnwqd0t00m7540z41svaksz,P5,LIII_T6,,0 matches — ambiguo
trueFalse,cmnnwqd4g00m9540zzxc3k2t0,P3,LIII_T6,LIII_T6_P1,"override: ""revocación del testamento"""
trueFalse,cmnnwqd6800ma540ze4i6crbh,P4,LIII_T6,LIII_T6_P1,dominant keyword (2 vs 1)
trueFalse,cmnnwqf2d00nb540zcqxpppfz,P3,LIII_T6,LIII_T6_P2,"override: ""reforma del testamento"""
trueFalse,cmnnwqf4500nc540znyumm6ao,P3,LIII_T6,LIII_T6_P2,"override: ""reforma del testamento"""
trueFalse,cmnnwqf6900nd540zm3d87g8p,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
trueFalse,cmn3wje9f01g9310zqznreej7,P5,LII_T7,,0 matches — ambiguo
trueFalse,cmn3wjecz01gb310z6iuzg2df,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wjeev01gc310zexjr9w4t,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wihbu00z6310zv4357hu9,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wjego01gd310zermk81sm,P5,LII_T1,,0 matches — ambiguo
trueFalse,cmnnwwinz03vu540znykd0042,P1,COT_T1,,titulo sin párrafos
trueFalse,cmn3wjeih01ge310z2s72mbdi,P1,LII_T13,,titulo sin párrafos
trueFalse,cmn3wjek901gf310zb1peee51,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wjem201gg310zud0g6v0t,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wjenu01gh310zh3lk8snu,P6,LIV_T29,LIV_T29_P1,fallback a reglas generales
trueFalse,cmnnwqf9v00nf540z3xzxff9l,P4,LIII_T6,LIII_T6_P2,keyword match
trueFalse,cmnnwqfbo00ng540z56whcb77,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
trueFalse,cmnnwqffc00ni540zzpqrappl,P4,LIII_T6,LIII_T6_P2,keyword match
trueFalse,cmnnwqhm900oj540zs87a6lh6,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwqho500ok540z2zlr142i,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwqhpy00ol540z0w088o0k,P5,LIII_T6,,0 matches — ambiguo
trueFalse,cmn3wjepm01gi310znj90ioxf,P3,LII_T7,LII_T7_P1,"override: ""posesión regular"""
trueFalse,cmn3wjerf01gj310zj4qxwj3b,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wjet901gk310z262fiftq,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn3wgzzq006z310zstgi69sm,P1,LII_T3,,titulo sin párrafos
trueFalse,cmn3wjpdr01m4310zb8nf0988,P1,CPC_LII_T12,,titulo sin párrafos
trueFalse,cmn3wjp6i01m0310zi2lq1q4v,P1,CPC_LII_T12,,titulo sin párrafos
trueFalse,cmn3wjpby01m3310zcpz4xu6z,P1,CPC_LII_T10,,titulo sin párrafos
trueFalse,cmn3wju5601op310z0pjcx1um,P1,CPC_LI_T18,,titulo sin párrafos
trueFalse,cmn3wjuju01ox310zqgd99ndi,P1,CPC_LII_T12,,titulo sin párrafos
trueFalse,cmn3wihdo00z7310z9snbtw4k,P5,LIV_T22,,5 matches — ambiguo
trueFalse,cmn3wihha00z9310z7xhrr921,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn16nx9v003ofp0zd443kxs1,P1,TP_1,,titulo sin párrafos
trueFalse,cmn16nxlv003qfp0zlwv3i1eq,P1,TP_1,,titulo sin párrafos
trueFalse,cmn16ny4i003zfp0ztoo54lro,P1,TP_4,,titulo sin párrafos
trueFalse,cmn16o6tv007ifp0zpq7cfkap,P4,LI_T1,LI_T1_P4,dominant keyword (2 vs 1)
trueFalse,cmn16of5q00aufp0zy6q72fre,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn16on3z00e4fp0z0x3p0ppr,P6,LI_T8,LI_T8_P1,fallback a reglas generales
trueFalse,cmn16p2u200kgfp0zpvp4pk84,P3,LII_T1,LII_T1_P2,"override: ""derechos personales"""
trueFalse,cmn16p36y00kmfp0zf9kotjs6,P6,LII_T2,LII_T2_P1,fallback a reglas generales
trueFalse,cmn16pb8f00o1fp0zjeacdpud,P5,LII_T7,,2 matches — ambiguo
trueFalse,cmn16ppw400uefp0z1tu71gba,P5,LII_T12,,2 matches — ambiguo
trueFalse,cmn16pyk800xqfp0z6xcyn47w,P1,LIII_T1,,titulo sin párrafos
trueFalse,cmn16qdb3013nfp0zzifrdsjb,P3,LIII_T5,LIII_T5_P3,"override: ""legítima"""
trueFalse,cmn16qrns019gfp0zpz9pxdno,P1,LIV_T1,,titulo sin párrafos
trueFalse,cmn16qzk401crfp0zr6daizhg,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn16rdpv01idfp0zcz10im8s,P5,LIV_T26,,2 matches — ambiguo
trueFalse,cmn16rdv601igfp0zfyxj5dmk,P5,LIV_T29,,3 matches — ambiguo
trueFalse,cmn16rdww01ihfp0zvsdgl5cl,P5,LIV_T29,,3 matches — ambiguo
trueFalse,cmn16rrx701o9fp0zancv3vnz,P4,LIV_T34,LIV_T34_P1,dominant keyword (3 vs 1)
trueFalse,cmn16rryz01oafp0zqgwhka7x,P5,LIV_T34,,0 matches — ambiguo
trueFalse,cmn3wh01j0070310zowu03385,P5,LII_T7,,0 matches — ambiguo
trueFalse,cmn3wh03d0071310zpm6wpubp,P4,LII_T7,LII_T7_P1,dominant keyword (2 vs 1)
trueFalse,cmn3wh571009r310zv1kl0r8a,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wh5eg009v310z2rmxfar7,P5,LI_T7,,2 matches — ambiguo
trueFalse,cmn3wgzor006t310z6dvekm8m,P5,LIV_T42,,3 matches — ambiguo
trueFalse,cmn3wgzsd006v310zi8x123gw,P5,LIV_T42,,4 matches — ambiguo
trueFalse,cmn3wihj500za310zkiz1bsl1,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn3wihqd00ze310zq264k9qt,P5,LIV_T22,,5 matches — ambiguo
trueFalse,cmn3wgzu9006w310z0ms2x67x,P5,LIV_T42,,3 matches — ambiguo
trueFalse,cmn3wkerw01zp310ztzaxkrry,P1,CPC_LI_T8,,titulo sin párrafos
trueFalse,cmn3wic1600wa310zoo3625ux,P1,LIV_T31,,titulo sin párrafos
trueFalse,cmn3wgzxw006y310z5txghcdo,P4,LIV_T42,LIV_T42_P3,dominant keyword (2 vs 1)
trueFalse,cmn3wh0730073310z52q9148p,P5,LIV_T42,,3 matches — ambiguo
trueFalse,cmn3wh58w009s310zlrhtfsub,P1,LIV_T35,,titulo sin párrafos
trueFalse,cmn3wh5ck009u310zu1ex1854,P5,LIV_T42,,3 matches — ambiguo
trueFalse,cmn3wkpde025g310z92n40di2,P1,CPC_LII_T4,,titulo sin párrafos
trueFalse,cmn3wicjl00wk310zfx926nca,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn3wicp200wn310zlh6ucfua,P1,LI_T4,,titulo sin párrafos
trueFalse,cmn3wimkd011y310zi5k3dgiq,P5,LI_T7,,2 matches — ambiguo
trueFalse,cmn3wh5gb009w310z6u521ae9,P4,LIV_T42,LIV_T42_P3,dominant keyword (2 vs 1)
trueFalse,cmn3whlah00ic310zgkyen4iq,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whle400ie310zwgk7wo9w,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whwfh00nw310zomnrbgsy,P1,LIV_T11,,titulo sin párrafos
trueFalse,cmn3whwj300ny310zjdhiosz7,P5,LIV_T12,,0 matches — ambiguo
trueFalse,cmn3wihu400zg310z4at47ts2,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whwky00nz310zrh0ewik3,P3,LIV_T12,LIV_T12_P2,"override: ""daño emergente"""
trueFalse,cmn3whwvv00o5310zjskuxl1h,P3,LIV_T12,LIV_T12_P1,"override: ""cumplimiento forzado"""
trueFalse,cmnnwry5s01gu540z02xuv10s,P1,TP_1,,titulo sin párrafos
trueFalse,cmn3wihvy00zh310zbmxiumfv,P4,LIV_T22,LIV_T22_P7,keyword match
trueFalse,cmnnwtahe026l540z72o2q2o5,P1,CPC_LII_T5,,titulo sin párrafos
trueFalse,cmnnwzilp05hp540z9ry8rvvp,P5,CPC_LIII_T14,,2 matches — ambiguo
trueFalse,cmnnww9ru03r6540zla73yzz8,P1,CPC_LI_T13,,titulo sin párrafos
trueFalse,cmnnwwejn03tm540zn0ju05hr,P1,CPC_LI_T13,,titulo sin párrafos
trueFalse,cmnnwxmld04h6540zq5wmh702,P1,CPC_LI_T12,,titulo sin párrafos
trueFalse,cmnnwxv4i04lr540zezs3sdt5,P1,CPC_LI_T12,,titulo sin párrafos
trueFalse,cmnnws7cm01lp540zwugp529b,P1,LI_T4,,titulo sin párrafos
trueFalse,cmnnws7g901lr540znf9smioi,P1,LI_T4,,titulo sin párrafos
trueFalse,cmnnws9m701mx540z7pqc852k,P4,LII_T6,LII_T6_P2,dominant keyword (2 vs 1)
trueFalse,cmnnwwipu03vv540zk8izv5np,P1,COT_T1,,titulo sin párrafos
trueFalse,cmn3wixh7017n310zwd5x7lt8,P5,LIV_T2,,0 matches — ambiguo
trueFalse,cmn3whlcb00id310zpa8djrew,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3whws800o3310zru6w4cp0,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmn3wi1nb00qq310z9ggg2ejt,P1,LIV_T35,,titulo sin párrafos
trueFalse,cmnnws9pv01mz540z0yktnrkv,P4,LII_T6,LII_T6_P2,keyword match
trueFalse,cmnnxcrkv003pr30zzsvncluo,P3,LIV_T2,LIV_T2_P2,"override: ""incapacidad absoluta"""
trueFalse,cmn3wixmo017q310z5l1b298x,P5,LIV_T2,,0 matches — ambiguo
trueFalse,cmn3wixs7017t310zz8iu3k9q,P1,LIV_T20,,titulo sin párrafos
trueFalse,cmnnws9tl01n1540z2khxwtzr,P3,LII_T11,LII_T11_P2,"override: ""servidumbres legales"""
trueFalse,cmnnwwiro03vw540z99qglwco,P1,COT_T1,,titulo sin párrafos
trueFalse,cmnnwqk1l00pt540zmn5q6d6n,P4,LIII_T6,LIII_T6_P2,keyword match
trueFalse,cmnnwqhvh00oo540zbcla2wwv,P5,LIII_T6,,0 matches — ambiguo
trueFalse,cmnnwqhxa00op540ztj3o37tk,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
trueFalse,cmnnwqhz300oq540zbqye8drs,P5,LIII_T6,,2 matches — ambiguo
trueFalse,cmnnwqjzs00ps540zaminq5lk,P4,LIII_T6,LIII_T6_P2,dominant keyword (2 vs 1)
